,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Year,Month,Type_t,Type_u,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Price
14808,4,10.3,3187.0,2.0,2.0,538.0,-37.8269,145.02299,6938.0,2017,3,0,0,0,0,0,0,1,0,0,1826510.0
14809,3,10.3,3187.0,2.0,2.0,538.0,-37.8269,145.02299,6938.0,2017,3,0,0,0,0,0,0,1,0,0,1608889.0
14810,3,10.3,3187.0,2.0,2.0,538.0,-37.8269,145.02299,6938.0,2017,3,0,0,0,0,0,0,1,0,0,1608889.0
14824,2,5.2,3056.0,2.0,2.0,538.0,-37.8269,145.02299,11918.0,2017,3,1,0,0,1,0,0,0,0,0,869806.0
14830,3,5.2,3055.0,1.0,1.0,0.0,-37.75327,144.94458999999998,7082.0,2017,3,1,0,0,1,0,0,0,0,0,852379.0
14831,1,5.2,3055.0,1.0,1.0,0.0,-37.75205,144.93395,7082.0,2017,3,0,1,0,1,0,0,0,0,0,209160.0
14832,3,5.2,3055.0,1.0,3.0,549.0,-37.76875,144.9486,7082.0,2017,3,0,0,0,1,0,0,0,0,0,1211744.0
14839,3,14.8,3023.0,2.0,2.0,479.0,-37.73506,144.7622,1686.0,2017,3,0,0,0,0,0,0,0,1,0,764425.0
14840,4,10.4,3125.0,2.0,2.0,538.0,-37.8269,145.02299,5678.0,2017,3,1,0,0,0,0,0,1,0,0,1541595.0
14841,4,10.4,3125.0,2.0,0.0,758.0,-37.85371,145.1139,5678.0,2017,3,0,0,0,0,0,0,1,0,0,1758719.0
14843,3,10.4,3125.0,1.0,1.0,423.0,-37.85155,145.09769,5678.0,2017,3,0,0,0,0,0,0,1,0,0,1439238.0
14863,3,10.1,3163.0,2.0,1.0,293.0,-37.898509999999995,145.06232,7822.0,2017,3,1,0,0,0,0,0,1,0,0,1350738.0
14871,2,7.8,3161.0,2.0,1.0,0.0,-37.86099,145.01363,6923.0,2017,3,0,1,0,0,0,0,1,0,0,999335.0
14873,2,7.8,3161.0,1.0,1.0,0.0,-37.87944,145.03355,6923.0,2017,3,0,1,0,0,0,0,1,0,0,876204.0
14875,2,8.7,3162.0,2.0,2.0,538.0,-37.8269,145.02299,5051.0,2017,3,0,0,0,0,0,0,1,0,0,1456973.0
14878,4,11.7,3148.0,2.0,2.0,665.0,-37.8821,145.10395,3582.0,2017,3,0,0,0,0,0,0,1,0,0,1800075.0
14889,5,17.5,3169.0,2.0,2.0,538.0,-37.8269,145.02299,4734.0,2017,3,0,0,0,0,0,1,0,0,0,1594681.0
14890,2,3.6,3068.0,1.0,0.0,184.0,-37.79246,145.00019,2954.0,2017,3,0,0,0,1,0,0,0,0,0,966802.0
14892,3,3.6,3068.0,3.0,2.0,192.0,-37.79206,145.00111,2954.0,2017,3,0,0,0,1,0,0,0,0,0,1539159.0
14895,3,6.7,3058.0,1.0,2.0,370.0,-37.75613,144.97175,11204.0,2017,3,0,0,0,1,0,0,0,0,0,1101579.0
14902,3,6.7,3058.0,2.0,4.0,730.0,-37.729420000000005,144.96586000000002,3445.0,2017,3,0,0,0,1,0,0,0,0,0,1304616.0
14906,3,2.0,3066.0,2.0,2.0,538.0,-37.8269,145.02299,4553.0,2017,3,1,0,0,1,0,0,0,0,0,1231872.0
14909,4,20.6,3064.0,2.0,2.0,538.0,-37.8269,145.02299,15510.0,2017,3,0,0,0,1,0,0,0,0,0,885226.0
14912,3,20.6,3064.0,2.0,2.0,538.0,-37.8269,145.02299,15510.0,2017,3,0,0,0,1,0,0,0,0,0,667605.0
14913,4,20.6,3064.0,2.0,2.0,350.0,-37.570479999999996,144.91789,15510.0,2017,3,0,0,0,1,0,0,0,0,0,724799.0
14915,3,20.6,3064.0,1.0,2.0,726.0,-37.60712,144.92444,15510.0,2017,3,0,0,0,1,0,0,0,0,0,393448.0
14918,4,23.0,3136.0,2.0,4.0,1023.0,-37.79503,145.27273,11925.0,2017,3,0,0,0,0,0,0,0,0,0,1123673.0
14919,3,23.0,3136.0,1.0,2.0,863.0,-37.78675,145.27405,11925.0,2017,3,0,0,0,0,0,0,0,0,0,683026.0
14921,3,23.0,3136.0,1.0,2.0,866.0,-37.778659999999995,145.28191999999999,2985.0,2017,3,0,0,0,0,0,0,0,0,0,678959.0
14922,3,23.0,3136.0,1.0,2.0,836.0,-37.77048,145.29201,2985.0,2017,3,0,0,0,0,0,0,0,0,0,676110.0
14927,3,24.7,3175.0,1.0,2.0,544.0,-37.96652,145.22369,8322.0,2017,3,0,0,0,0,0,1,0,0,0,814847.0
14930,4,1.4,3008.0,3.0,3.0,131.0,-37.82269,144.93663999999998,4707.0,2017,3,0,0,0,0,0,0,1,0,0,2341841.0
14939,4,14.3,3109.0,2.0,2.0,538.0,-37.8269,145.02299,10999.0,2017,3,0,0,0,0,0,0,0,0,0,1396265.0
14941,3,25.9,3754.0,2.0,2.0,554.0,-37.59559,145.13048999999998,7254.0,2017,3,0,0,0,0,1,0,0,0,0,923153.0
14944,2,1.3,3002.0,2.0,1.0,0.0,-37.81607,144.9845,3040.0,2017,3,0,1,0,1,0,0,0,0,0,769718.0
14945,3,27.0,3196.0,2.0,2.0,538.0,-37.8269,145.02299,2546.0,2017,3,0,0,0,0,0,1,0,0,0,740556.0
14946,4,27.0,3196.0,2.0,2.0,538.0,-37.8269,145.02299,2546.0,2017,3,0,0,0,0,0,1,0,0,0,958177.0
14947,3,27.0,3196.0,2.0,2.0,538.0,-37.8269,145.02299,2546.0,2017,3,1,0,0,0,0,1,0,0,0,474153.0
14952,5,18.0,3095.0,2.0,2.0,1018.0,-37.68932,145.1379,2346.0,2017,3,0,0,0,0,0,0,0,0,0,1391359.0
14957,2,7.2,3184.0,1.0,1.0,595.0,-37.87888,144.98991999999998,8989.0,2017,3,0,1,0,0,0,0,1,0,0,903187.0
14963,4,19.6,3076.0,2.0,2.0,350.0,-37.636720000000004,145.02271000000002,10926.0,2017,3,0,0,0,1,0,0,0,0,0,826638.0
14971,2,7.5,3040.0,1.0,1.0,328.0,-37.75407,144.91048999999998,9264.0,2017,3,0,0,0,0,0,0,0,1,0,736450.0
14973,3,7.5,3040.0,2.0,0.0,755.0,-37.74522,144.91499,9264.0,2017,3,0,0,0,0,0,0,0,1,0,1048239.0
14985,3,2.1,3065.0,2.0,1.0,146.0,-37.80168,144.9766,5825.0,2017,3,0,0,0,1,0,0,0,0,0,1429223.0
14986,3,2.1,3065.0,2.0,2.0,349.0,-37.8072,144.9814,5825.0,2017,3,0,0,0,1,0,0,0,0,0,1474642.0
14987,3,2.1,3065.0,2.0,2.0,156.0,-37.80401,144.97998,5825.0,2017,3,0,0,0,1,0,0,0,0,0,1471727.0
14988,3,3.6,3068.0,2.0,2.0,126.0,-37.790729999999996,144.98269,6244.0,2017,3,0,0,0,1,0,0,0,0,0,1398433.0
14989,3,3.4,3031.0,1.0,0.0,176.0,-37.786429999999996,144.93382,3593.0,2017,3,0,0,0,1,0,0,0,0,0,1170035.0
14994,3,15.4,3131.0,2.0,2.0,251.0,-37.8428,145.16458,4385.0,2017,3,0,1,0,0,0,0,0,0,0,694283.0
15000,4,7.3,3146.0,2.0,2.0,636.0,-37.85549,145.06916999999999,10412.0,2017,3,0,0,0,0,0,0,1,0,0,1976186.0
15001,4,7.3,3146.0,2.0,2.0,650.0,-37.85686,145.08053999999998,10412.0,2017,3,0,0,0,0,0,0,1,0,0,1979019.0
15003,5,16.7,3150.0,5.0,2.0,652.0,-37.90118,145.16986,15321.0,2017,3,0,0,0,0,0,0,0,0,0,1994062.0
15004,3,16.7,3150.0,2.0,2.0,538.0,-37.8269,145.02299,15321.0,2017,3,1,0,0,0,0,0,0,0,0,814639.0
15005,3,16.7,3150.0,2.0,2.0,538.0,-37.8269,145.02299,15321.0,2017,3,0,0,0,0,0,0,0,0,0,1081043.0
15008,4,16.7,3150.0,2.0,2.0,280.0,-37.8792,145.15437,15321.0,2017,3,0,0,0,0,0,0,0,0,0,1349465.0
15009,3,16.7,3150.0,2.0,2.0,0.0,-37.8993,145.15135,15321.0,2017,3,1,0,0,0,0,0,0,0,0,874632.0
15012,3,11.2,3046.0,2.0,2.0,538.0,-37.8269,145.02299,8870.0,2017,3,0,0,0,1,0,0,0,0,0,1083018.0
15013,2,11.2,3046.0,2.0,2.0,240.0,-37.70101,144.92418,8870.0,2017,3,1,0,0,1,0,0,0,0,0,510898.0
15023,3,11.2,3046.0,2.0,2.0,607.0,-37.71221,144.9383,2606.0,2017,3,0,0,0,1,0,0,0,0,0,1004588.0
15025,3,13.8,3188.0,2.0,2.0,0.0,-37.93464,144.99601,5454.0,2017,3,0,1,0,0,0,0,1,0,0,1032551.0
15026,3,13.8,3188.0,2.0,2.0,622.0,-37.93469,145.01086999999998,5454.0,2017,3,0,0,0,0,0,0,1,0,0,1509968.0
15031,1,5.3,3122.0,1.0,1.0,1312.0,-37.81668,145.03298,11308.0,2017,3,0,1,0,0,0,0,1,0,0,733698.0
15033,2,5.3,3122.0,2.0,2.0,538.0,-37.8269,145.02299,11308.0,2017,3,0,1,0,0,0,0,1,0,0,1128895.0
15044,4,21.3,3135.0,3.0,2.0,1509.0,-37.83529,145.25066,3794.0,2017,3,0,0,0,0,0,0,0,0,0,1274660.0
15045,4,21.3,3135.0,3.0,2.0,1167.0,-37.83013,145.2599,3794.0,2017,3,0,0,0,0,0,0,0,0,0,1271849.0
15048,4,16.0,3190.0,2.0,2.0,538.0,-37.8269,145.02299,4794.0,2017,3,0,0,0,0,0,0,1,0,0,1572126.0
15051,4,18.4,3029.0,2.0,2.0,538.0,-37.8269,145.02299,13830.0,2017,3,0,0,0,0,0,0,0,1,0,920807.0
15052,3,18.4,3029.0,1.0,0.0,578.0,-37.86587,144.71039,13830.0,2017,3,0,0,0,0,0,0,0,1,0,451457.0
15059,3,18.4,3029.0,2.0,2.0,661.0,-37.85686,144.68311,13830.0,2017,3,0,0,0,0,0,0,0,1,0,660020.0
15061,2,12.3,3166.0,1.0,1.0,143.0,-37.90116,145.08123999999998,3145.0,2017,3,0,1,0,0,0,0,1,0,0,696784.0
15064,2,7.8,3079.0,1.0,2.0,576.0,-37.77693,145.03671,5549.0,2017,3,0,0,0,0,0,0,0,0,0,1082592.0
15074,4,5.4,3101.0,4.0,2.0,451.0,-37.80972,145.04537,10331.0,2017,3,0,0,0,0,0,0,1,0,0,2294384.0
15079,4,5.4,3101.0,3.0,2.0,446.0,-37.797340000000005,145.02714,10331.0,2017,3,0,0,0,0,0,0,1,0,0,2147528.0
15081,4,5.4,3101.0,2.0,2.0,538.0,-37.8269,145.02299,10331.0,2017,3,0,0,0,0,0,0,1,0,0,2026672.0
15084,3,7.3,3102.0,2.0,2.0,0.0,-37.79331,145.0616,2671.0,2017,3,1,0,0,0,0,0,1,0,0,1442897.0
15087,3,14.0,3021.0,2.0,3.0,546.0,-37.73295,144.77795,2878.0,2017,3,0,0,0,0,0,0,0,1,0,842401.0
15095,3,6.4,3012.0,2.0,2.0,218.0,-37.78366,144.87402,3873.0,2017,3,1,0,0,0,0,0,0,1,0,916604.0
15097,3,5.9,3144.0,2.0,2.0,660.0,-37.86036,145.03537,4675.0,2017,3,0,0,0,0,0,0,1,0,0,1816843.0
15100,4,5.9,3144.0,2.0,2.0,538.0,-37.8269,145.02299,4675.0,2017,3,0,0,0,0,0,0,1,0,0,2013307.0
15101,4,5.9,3144.0,2.0,3.0,1006.0,-37.84884,145.03431,4675.0,2017,3,0,0,0,0,0,0,1,0,0,2070154.0
15104,4,8.4,3145.0,2.0,5.0,699.0,-37.86743,145.04656,8801.0,2017,3,0,0,0,0,0,0,1,0,0,2051190.0
15106,3,8.4,3145.0,2.0,2.0,538.0,-37.8269,145.02299,8801.0,2017,3,0,0,0,0,0,0,1,0,0,1684626.0
15108,2,8.4,3145.0,1.0,1.0,0.0,-37.8677,145.0392,8801.0,2017,3,0,1,0,0,0,0,1,0,0,840561.0
15114,2,0.0,3000.0,2.0,2.0,538.0,-37.8269,145.02299,17496.0,2017,3,0,1,0,1,0,0,0,0,0,884933.0
15116,3,31.7,3337.0,2.0,2.0,587.0,-37.68841,144.57314,3600.0,2017,3,0,0,0,0,0,0,0,0,1,383602.0
15118,3,31.7,3337.0,1.0,2.0,590.0,-37.67765,144.57269,3600.0,2017,3,0,0,0,0,0,0,0,0,1,240824.0
15126,3,25.9,3754.0,2.0,2.0,714.0,-37.607479999999995,145.08496,5812.0,2017,3,0,0,0,1,0,0,0,0,0,475435.0
15129,3,3.0,3206.0,2.0,0.0,185.0,-37.850159999999995,144.9613,2019.0,2017,3,0,0,0,0,0,0,1,0,0,1857951.0
15140,2,17.2,3132.0,1.0,1.0,525.0,-37.80871,145.19863999999998,6871.0,2017,3,0,0,0,0,0,0,0,0,0,679745.0
15141,3,17.2,3132.0,2.0,2.0,809.0,-37.81794,145.20695,6871.0,2017,3,0,0,0,0,0,0,0,0,0,1082627.0
15147,1,6.2,3039.0,1.0,1.0,0.0,-37.7581,144.92484,6232.0,2017,3,0,1,0,0,0,0,0,1,0,107756.0
15150,4,6.2,3039.0,3.0,2.0,296.0,-37.7632,144.92968,6232.0,2017,3,0,0,0,0,0,0,0,1,0,1551676.0
15158,3,14.2,3149.0,1.0,2.0,838.0,-37.86083,145.11666,13366.0,2017,3,0,0,0,0,0,0,0,0,0,1092208.0
15162,2,14.2,3149.0,1.0,2.0,760.0,-37.8796,145.13925,13366.0,2017,3,0,0,0,0,0,0,0,0,0,888537.0
15166,4,18.8,3170.0,2.0,2.0,913.0,-37.93173,145.19475,7113.0,2017,3,0,0,0,0,0,1,0,0,0,1409251.0
15168,5,18.8,3170.0,3.0,2.0,524.0,-37.92714,145.19111999999998,7113.0,2017,3,0,0,0,0,0,1,0,0,0,1758672.0
15173,4,10.1,3163.0,2.0,1.0,556.0,-37.89528,145.06564,4442.0,2017,3,0,0,0,0,0,0,1,0,0,1834426.0
15176,7,34.1,3805.0,1.0,1.0,1345.0,-38.02975,145.30925,9376.0,2017,3,0,0,0,0,0,1,0,0,0,1419551.0
15177,2,6.2,3015.0,1.0,2.0,175.0,-37.849779999999996,144.88914,5498.0,2017,3,0,1,0,0,0,0,0,1,0,405376.0
15178,1,6.2,3015.0,1.0,1.0,0.0,-37.83811,144.87659,5498.0,2017,3,0,1,0,0,0,0,0,1,0,137715.0
15180,3,10.4,3042.0,2.0,1.0,292.0,-37.74074,144.8908,2291.0,2017,3,1,0,0,0,0,0,0,1,0,683489.0
15202,4,8.5,3044.0,2.0,1.0,428.0,-37.73466,144.94655,7485.0,2017,3,0,0,0,1,0,0,0,0,0,1315400.0
15204,1,8.5,3044.0,1.0,1.0,75.0,-37.7308,144.94003999999998,7485.0,2017,3,0,1,0,1,0,0,0,0,0,48974.0
15205,2,8.5,3044.0,1.0,1.0,155.0,-37.722770000000004,144.92287,7485.0,2017,3,1,0,0,1,0,0,0,0,0,464938.0
15206,2,8.5,3044.0,2.0,2.0,538.0,-37.8269,145.02299,7485.0,2017,3,0,1,0,1,0,0,0,0,0,513664.0
15210,3,3.5,3207.0,2.0,0.0,143.0,-37.83657,144.94511,8648.0,2017,3,0,0,0,0,0,0,1,0,0,1826052.0
15216,1,4.6,3181.0,1.0,1.0,0.0,-37.85188,144.99476,7717.0,2017,3,0,1,0,0,0,0,1,0,0,784190.0
15217,2,4.6,3181.0,1.0,1.0,0.0,-37.85807,145.00173,7717.0,2017,3,0,1,0,0,0,0,1,0,0,1006448.0
15219,3,8.4,3072.0,1.0,2.0,577.0,-37.75163,145.01834,14577.0,2017,3,0,0,0,1,0,0,0,0,0,1035866.0
15233,3,8.4,3072.0,2.0,2.0,538.0,-37.8269,145.02299,14577.0,2017,3,0,0,0,1,0,0,0,0,0,1214672.0
15238,4,12.0,3073.0,1.0,2.0,725.0,-37.71779,144.98828999999998,21650.0,2017,3,0,0,0,1,0,0,0,0,0,1070370.0
15240,2,12.0,3073.0,2.0,2.0,538.0,-37.8269,145.02299,21650.0,2017,3,0,1,0,1,0,0,0,0,0,365332.0
15244,3,12.0,3073.0,2.0,2.0,538.0,-37.8269,145.02299,21650.0,2017,3,1,0,0,1,0,0,0,0,0,788375.0
15246,3,12.0,3073.0,2.0,1.0,160.0,-37.702,145.01447,21650.0,2017,3,1,0,0,1,0,0,0,0,0,675864.0
15257,4,2.4,3121.0,2.0,2.0,538.0,-37.8269,145.02299,14949.0,2017,3,0,0,0,1,0,0,0,0,0,1711539.0
15263,3,8.9,3084.0,2.0,2.0,538.0,-37.8269,145.02299,3540.0,2017,3,0,1,0,0,0,0,0,0,0,941755.0
15264,4,8.9,3084.0,2.0,2.0,647.0,-37.746340000000004,145.07848,3540.0,2017,3,0,0,0,0,0,0,0,0,0,1597272.0
15265,2,8.9,3084.0,2.0,2.0,256.0,-37.74658,145.05818,3540.0,2017,3,0,1,0,0,0,0,0,0,0,684898.0
15267,2,8.9,3084.0,1.0,2.0,234.0,-37.73884,145.0744,3540.0,2017,3,0,0,0,0,0,0,0,0,0,1018439.0
15274,4,22.2,3179.0,2.0,3.0,667.0,-37.896409999999996,145.22329,2206.0,2017,3,0,0,0,0,0,0,0,0,0,1172656.0
15291,1,2.7,3141.0,1.0,1.0,0.0,-37.835809999999995,144.98198,14887.0,2017,3,0,1,0,0,0,0,1,0,0,849891.0
15297,2,0.7,3006.0,2.0,1.0,2692.0,-37.82455,144.96321,8400.0,2017,3,0,1,0,0,0,0,1,0,0,1265890.0
15299,2,6.2,3015.0,1.0,1.0,79.0,-37.8274,144.87368,1223.0,2017,3,0,1,0,0,0,0,0,1,0,348815.0
15300,2,20.8,3171.0,1.0,1.0,530.0,-37.960809999999995,145.15902,7412.0,2017,3,0,0,0,0,0,1,0,0,0,715329.0
15301,4,20.8,3171.0,2.0,2.0,538.0,-37.8269,145.02299,7412.0,2017,3,0,0,0,0,0,1,0,0,0,1230295.0
15303,3,14.0,3021.0,2.0,2.0,538.0,-37.8269,145.02299,14042.0,2017,3,0,0,0,0,0,0,0,1,0,898113.0
15304,4,14.0,3021.0,1.0,3.0,535.0,-37.74664,144.81466,14042.0,2017,3,0,0,0,0,0,0,0,1,0,938483.0
15305,2,14.0,3021.0,2.0,2.0,538.0,-37.8269,145.02299,14042.0,2017,3,0,0,0,0,0,0,0,1,0,680492.0
15321,3,10.5,3020.0,2.0,2.0,538.0,-37.8269,145.02299,6763.0,2017,3,0,0,0,0,0,0,0,1,0,1053512.0
15323,4,10.2,3127.0,2.0,2.0,944.0,-37.8335,145.10154,5457.0,2017,3,0,0,0,0,0,0,1,0,0,1836818.0
15326,4,15.5,3038.0,2.0,2.0,721.0,-37.70169,144.7879,5336.0,2017,3,0,0,0,0,0,0,0,1,0,941890.0
15332,4,12.4,3107.0,2.0,2.0,538.0,-37.8269,145.02299,5420.0,2017,3,0,0,0,0,0,0,0,0,0,1480111.0
15342,3,4.1,3142.0,3.0,2.0,0.0,-37.84301,145.01025,7217.0,2017,3,0,1,0,0,0,0,1,0,0,1545032.0
15343,2,4.1,3142.0,1.0,1.0,0.0,-37.84949,145.02556,7217.0,2017,3,0,1,0,0,0,0,1,0,0,1019507.0
15347,3,4.1,3142.0,3.0,3.0,1327.0,-37.846070000000005,145.03003999999999,7217.0,2017,3,0,0,0,0,0,0,1,0,0,2068878.0
15350,4,18.4,3029.0,2.0,2.0,500.0,-37.85259,144.72396,5811.0,2017,3,0,0,0,0,0,0,0,1,0,880849.0
15356,3,14.7,3152.0,2.0,2.0,228.0,-37.84575,145.22145,5424.0,2017,3,1,0,0,0,0,0,0,0,0,947411.0
15360,4,14.5,3087.0,2.0,2.0,673.0,-37.690870000000004,145.08164,1442.0,2017,3,0,0,0,1,0,0,0,0,0,1097720.0
15384,2,4.6,3181.0,1.0,1.0,0.0,-37.85653,145.00106,4380.0,2017,3,0,1,0,0,0,0,1,0,0,1005099.0
15395,2,10.4,3042.0,2.0,1.0,87.0,-37.72838,144.88973000000001,3464.0,2017,6,1,0,0,0,0,0,0,1,0,469281.0
15397,3,14.0,3021.0,1.0,3.0,614.0,-37.741440000000004,144.77101000000002,1899.0,2017,6,0,0,0,0,0,0,0,1,0,720472.0
15406,3,9.4,3025.0,2.0,2.0,536.0,-37.829240000000006,144.83637,5132.0,2017,6,0,0,0,0,0,0,0,1,0,1083061.0
15411,3,12.8,3022.0,2.0,1.0,425.0,-37.78287,144.8044,1281.0,2017,6,0,0,0,0,0,0,0,1,0,857706.0
15421,5,10.2,3147.0,5.0,2.0,623.0,-37.86773,145.0764,3052.0,2017,6,0,0,0,0,0,0,1,0,0,2493115.0
15423,4,10.2,3147.0,2.0,2.0,538.0,-37.8269,145.02299,3052.0,2017,6,0,0,0,0,0,0,1,0,0,1832794.0
15425,3,10.2,3147.0,2.0,2.0,538.0,-37.8269,145.02299,3052.0,2017,6,0,0,0,0,0,0,1,0,0,1615173.0
15431,3,16.5,3049.0,2.0,2.0,694.0,-37.672309999999996,144.88692,1130.0,2017,6,0,0,0,1,0,0,0,0,0,748769.0
15438,4,7.9,3103.0,3.0,3.0,353.0,-37.81712,145.07459,5682.0,2017,6,0,0,0,0,0,0,1,0,0,2106325.0
15451,4,23.2,3153.0,2.0,2.0,485.0,-37.82457,145.27286999999998,3598.0,2017,6,0,0,0,0,0,0,0,0,0,1061378.0
15454,4,30.4,3160.0,2.0,2.0,1651.0,-37.912620000000004,145.34433,1588.0,2017,6,0,0,1,0,0,0,0,0,0,949713.0
15458,3,13.8,3165.0,1.0,2.0,710.0,-37.92413,145.06435,10969.0,2017,6,0,0,0,0,0,0,1,0,0,1383960.0
15471,3,13.4,3130.0,2.0,2.0,890.0,-37.813320000000004,145.14484,5713.0,2017,6,0,0,0,0,0,0,0,0,0,1249984.0
15476,3,25.0,3155.0,1.0,2.0,730.0,-37.85835,145.2574,9704.0,2017,6,0,0,0,0,0,0,0,0,0,644621.0
15477,3,25.0,3155.0,2.0,2.0,330.0,-37.8515,145.29259,9704.0,2017,6,0,1,0,0,0,0,0,0,0,310180.0
15481,3,10.5,3186.0,3.0,2.0,632.0,-37.92385,145.00527,10579.0,2017,6,0,0,0,0,0,0,1,0,0,1798754.0
15483,3,10.5,3186.0,1.0,2.0,0.0,-37.915890000000005,144.98876,10579.0,2017,6,1,0,0,0,0,0,1,0,0,1248473.0
15485,4,10.3,3187.0,2.0,2.0,538.0,-37.8269,145.02299,6938.0,2017,6,0,0,0,0,0,0,1,0,0,1837737.0
15487,4,10.3,3187.0,3.0,2.0,644.0,-37.92018,145.01022,6938.0,2017,6,0,0,0,0,0,0,1,0,0,2024038.0
15502,2,5.2,3055.0,1.0,1.0,73.0,-37.75242,144.93686,7082.0,2017,6,0,1,0,1,0,0,0,0,0,439070.0
15519,3,8.4,3126.0,2.0,1.0,362.0,-37.81989,145.06143,3265.0,2017,6,0,0,0,0,0,0,1,0,0,1652507.0
15524,4,10.1,3163.0,2.0,3.0,530.0,-37.888690000000004,145.04928,7822.0,2017,6,0,0,0,0,0,0,1,0,0,1920555.0
15526,3,31.2,3197.0,2.0,2.0,538.0,-37.8269,145.02299,1989.0,2017,6,1,0,0,0,0,1,0,0,0,297785.0
15529,3,7.8,3161.0,2.0,2.0,538.0,-37.8269,145.02299,6923.0,2017,6,0,1,0,0,0,0,1,0,0,1254220.0
15540,2,16.7,3168.0,1.0,1.0,166.0,-37.92044,145.11606,5837.0,2017,6,1,0,0,0,0,1,0,0,0,611070.0
15546,3,6.7,3058.0,2.0,0.0,400.0,-37.74521,144.94811,11204.0,2017,6,0,0,0,1,0,0,0,0,0,1158402.0
15547,3,6.7,3058.0,1.0,1.0,408.0,-37.743190000000006,144.97587,11204.0,2017,6,0,0,0,1,0,0,0,0,0,1066026.0
15549,3,6.7,3058.0,1.0,1.0,205.0,-37.73786,144.94957,11204.0,2017,6,0,0,0,1,0,0,0,0,0,1057480.0
15550,3,6.7,3058.0,2.0,2.0,538.0,-37.8269,145.02299,11204.0,2017,6,1,0,0,1,0,0,0,0,0,1031965.0
15552,2,6.7,3058.0,1.0,1.0,164.0,-37.72391,144.9606,3445.0,2017,6,1,0,0,1,0,0,0,0,0,566657.0
15555,3,20.6,3064.0,2.0,2.0,538.0,-37.8269,145.02299,15510.0,2017,6,0,0,0,1,0,0,0,0,0,678831.0
15557,4,34.7,3977.0,2.0,2.0,445.0,-38.07468,145.28803,6464.0,2017,6,0,0,0,0,0,1,0,0,0,983376.0
15560,3,23.0,3136.0,1.0,0.0,840.0,-37.8,145.26154,11925.0,2017,6,0,0,0,0,0,0,0,0,0,618054.0
15572,3,12.4,3108.0,1.0,1.0,794.0,-37.793890000000005,145.12306,9028.0,2017,6,0,0,0,0,0,0,0,0,0,1097772.0
15585,3,28.8,3177.0,1.0,1.0,578.0,-37.99324,145.24553999999998,3533.0,2017,6,0,0,0,0,0,1,0,0,0,620824.0
15591,2,7.2,3185.0,1.0,1.0,1928.0,-37.88671,145.01131999999998,4898.0,2017,6,0,1,0,0,0,0,1,0,0,928545.0
15599,1,7.2,3184.0,1.0,1.0,0.0,-37.87172,144.98668,8989.0,2017,6,0,1,0,0,0,0,1,0,0,689479.0
15606,3,7.2,3184.0,1.0,2.0,194.0,-37.88623,144.98661,8989.0,2017,6,0,0,0,0,0,0,1,0,0,1646000.0
15613,3,19.6,3076.0,1.0,2.0,569.0,-37.64445,145.03608,10926.0,2017,6,0,0,0,1,0,0,0,0,0,491093.0
15623,2,5.7,3078.0,1.0,1.0,145.0,-37.773579999999995,145.02392,2970.0,2017,6,0,1,0,1,0,0,0,0,0,448792.0
15626,2,13.1,3060.0,1.0,2.0,189.0,-37.696059999999996,144.96576000000002,5070.0,2017,6,0,1,0,1,0,0,0,0,0,102073.0
15627,3,13.1,3060.0,2.0,2.0,538.0,-37.8269,145.02299,5070.0,2017,6,0,0,0,1,0,0,0,0,0,1012008.0
15629,3,24.8,3156.0,2.0,2.0,538.0,-37.8269,145.02299,10788.0,2017,6,0,0,0,0,0,0,0,0,0,730995.0
15631,3,2.1,3065.0,2.0,2.0,81.0,-37.79755,144.97759,5825.0,2017,6,0,0,0,1,0,0,0,0,0,1478626.0
15632,2,2.1,3065.0,1.0,1.0,918.0,-37.79636,144.98167,5825.0,2017,6,0,1,0,1,0,0,0,0,0,615818.0
15636,4,5.1,3011.0,2.0,1.0,438.0,-37.79872,144.88876000000002,7570.0,2017,6,0,0,0,0,0,0,0,1,0,1441518.0
15643,3,38.0,3199.0,1.0,1.0,676.0,-38.14264,145.13562,17055.0,2017,6,0,0,0,0,0,1,0,0,0,279135.0
15644,3,38.0,3199.0,2.0,2.0,552.0,-38.16316,145.1559,17055.0,2017,6,0,0,0,0,0,1,0,0,0,470798.0
15646,4,45.9,3437.0,2.0,4.0,4401.0,-37.49137,144.58007,3376.0,2017,6,0,0,0,0,1,0,0,0,0,130940.0
15652,4,7.3,3146.0,2.0,2.0,752.0,-37.85106,145.0886,10412.0,2017,6,0,0,0,0,0,0,1,0,0,1988967.0
15653,3,7.3,3146.0,3.0,2.0,1335.0,-37.85635,145.05168999999998,10412.0,2017,6,0,0,0,0,0,0,1,0,0,1907262.0
15657,4,7.3,3146.0,2.0,4.0,885.0,-37.85767,145.04214,10412.0,2017,6,0,0,0,0,0,0,1,0,0,2066152.0
15658,2,7.3,3146.0,2.0,1.0,320.0,-37.85243,145.09323,10412.0,2017,6,0,0,0,0,0,0,1,0,0,1512684.0
15659,2,7.3,3146.0,1.0,2.0,391.0,-37.85068,145.08461,10412.0,2017,6,0,0,0,0,0,0,1,0,0,1414308.0
